Directorio|Secuencia_p|Secuencia_encuesta|Orden|Fex_c|llave_hogar|P6160|P6170|P6175|P6210|P6210S1|P6220
3413625|1|1|1|379.02056233|34136251|1|2||3|02|
3413626|1|1|1|266.86453378|34136261|1|2||3|03|
3413626|1|2|2|266.86453378|34136261|1|2||6|05|4
3413627|1|1|1|1858.3480774|34136271|1|2||6|05|4
3413627|1|2|2|1858.3480774|34136271|1|2||6|05|4
3413628|1|1|1|2282.1909052|34136281|1|2||6|05|4
3413628|1|2|2|2282.1909052|34136281|1|2||6|05|4
3413628|1|3|3|2282.1909052|34136281|1|2||6|05|4
3413630|1|1|1|1825.7527242|34136301|1|2||5|11|2
3413630|1|2|2|1825.7527242|34136301|1|2||5|11|2
3413630|1|3|3|1825.7527242|34136301|1|2||6|05|4
3413631|1|1|1|2677.6688506|34136311|1|2||6|07|5
3413631|1|2|2|2677.6688506|34136311|1|2||6|02|3
3413631|1|3|3|2677.6688506|34136311|2|1|2|1|00|
3413632|1|1|1|2840.5787404|34136321|1|2||5|11|2
3413632|1|2|2|2840.5787404|34136321|1|2||5|11|2
3413632|1|3|3|2840.5787404|34136321|1|2||5|11|2
3413632|1|4|4|2840.5787404|34136321|1|1|1|3|02|
3413633|1|1|1|2056.7840918|34136331|1|2||5|11|2
3413634|1|1|1|2315.1700462|34136341|1|2||3|03|
3413635|1|1|1|2202.425244|34136351|1|2||5|11|2
3413636|1|1|1|1734.4582056|34136361|1|2||5|11|2
3413636|1|2|2|1734.4582056|34136361|1|1|2|6|02|2
3413637|1|1|1|2056.7840918|34136371|1|2||4|07|
3413638|1|1|1|2219.327065|34136381|1|2||3|05|
3413638|1|2|2|2219.327065|34136381|1|2||5|11|2
3413638|1|3|3|2219.327065|34136381|1|1|2|5|11|2
3413639|1|1|1|1835.2984488|34136391|1|2||3|05|
3413639|1|2|2|1835.2984488|34136391|1|2||3|05|
3413639|1|3|3|1835.2984488|34136391|1|2||5|11|2
3413639|1|4|4|1835.2984488|34136391|1|2||5|11|2
3413639|1|5|5|1835.2984488|34136391|1|1|1|4|07|
3413640|1|1|1|3556.6305904|34136401|1|2||5|11|2
3413640|1|2|2|3556.6305904|34136401|1|1|1|2|01|
3413641|1|1|1|2675.3895445|34136411|1|2||3|04|
3413641|1|2|2|2675.3895445|34136411|1|2||5|11|2
3413641|1|3|3|2675.3895445|34136411|1|2||5|11|2
3413641|1|4|4|2675.3895445|34136411|1|2||5|11|2
3413641|1|5|5|2675.3895445|34136411|1|2||5|11|2
3413642|1|1|1|1647.8749331|34136421|1|2||6|07|5
3413643|1|3|3|1304.0747341|34136431|1|1|2|6|00|2
3413643|1|1|1|1304.0747341|34136431|1|1|2|6|03|3
3413643|1|2|2|1304.0747341|34136431|1|2||6|06|5
3413644|1|1|1|1593.7686151|34136441|1|2||6|10|5
3413644|1|2|2|1593.7686151|34136441|1|1|2|6|04|2
3413645|1|1|1|1510.7941268|34136451|1|2||5|11|2
3413645|1|2|2|1510.7941268|34136451|1|2||5|11|2
3413646|1|1|1|1831.9844774|34136461|1|2||6|02|3
3413646|1|2|2|1831.9844774|34136461|1|2||5|11|2
3413646|1|3|3|1831.9844774|34136461|1|2||4|07|
3413646|1|4|4|1831.9844774|34136461|1|1|2|6|01|2
3413647|1|1|1|1138.1335729|34136471|1|2||3|03|
3413647|1|2|2|1138.1335729|34136471|1|2||5|11|2
3413647|1|3|3|1138.1335729|34136471|1|2||3|03|
3413648|1|1|1|1291.9551009|34136481|1|2||5|11|2
3413648|1|2|2|1291.9551009|34136481|1|2||5|11|2
3413648|1|4|4|1291.9551009|34136481|1|2||4|06|
3413648|1|5|5|1291.9551009|34136481|1|1|1|6|00|2
3413649|1|2|2|1044.1119036|34136491|1|2||5|11|2
3413649|1|1|1|1044.1119036|34136491|1|2||5|11|2
3413650|1|1|1|762.30572458|34136501|1|2||5|11|2
3413650|1|2|2|762.30572458|34136501|1|2||4|08|
3413651|1|1|1|1291.9551009|34136511|1|2||5|11|2
3413651|1|2|2|1291.9551009|34136511|1|2||5|10|1
3413651|1|3|3|1291.9551009|34136511|1|2||5|11|2
3413651|1|4|4|1291.9551009|34136511|1|2||5|11|2
3413651|1|5|5|1291.9551009|34136511|1|1|1|2|00|
3413652|1|1|1|1254.2374722|34136521|1|2||4|09|
3413652|1|2|2|1254.2374722|34136521|1|2||5|11|2
3413652|1|3|3|1254.2374722|34136521|1|1|1|3|01|
3413653|1|1|1|903.97005954|34136531|1|2||6|02|3
3413654|1|1|1|1017.5323763|34136541|1|2||3|03|
3413656|1|1|1|32.080912609|34136561|1|2||3|05|
3413657|1|1|1|42.737385157|34136571|1|2||5|11|2
3413657|1|2|2|42.737385157|34136571|1|2||3|01|
3413657|1|3|3|42.737385157|34136571|2|2||1|00|
3413658|1|1|1|33.452012106|34136581|1|2||5|11|2
3413658|1|2|2|33.452012106|34136581|1|1|1|5|10|1
3413659|1|1|1|19.727370024|34136591|1|2||6|02|3
3413659|1|2|2|19.727370024|34136591|1|2||6|02|3
3413659|1|3|3|19.727370024|34136591|1|2||6|05|4
3413659|1|4|4|19.727370024|34136591|1|2||6|05|4
3413660|1|1|1|49.45885983|34136601|1|2||3|05|
3413660|1|2|2|49.45885983|34136601|1|2||3|05|
3413660|1|3|3|49.45885983|34136601|1|2||5|11|2
3413661|1|1|1|19.727370024|34136611|1|2||3|05|
3413661|1|2|2|19.727370024|34136611|1|2||3|05|
3413662|1|1|1|47.475713796|34136621|1|2||4|08|
3413662|1|2|2|47.475713796|34136621|1|2||4|08|
3413662|1|3|3|47.475713796|34136621|1|1|1|3|01|
3413662|1|4|4|47.475713796|34136621|1|1|1|3|02|
3413664|1|1|1|40.303863459|34136641|1|2||3|03|
3413664|1|2|2|40.303863459|34136641|1|2||3|05|
3413665|1|1|1|47.475713796|34136651|1|2||5|11|2
3413665|1|2|2|47.475713796|34136651|1|2||5|11|2
3413665|1|3|3|47.475713796|34136651|1|1|1|3|04|
3413666|1|1|1|33.971063039|34136661|1|2||6|02|3
3413666|1|2|2|33.971063039|34136661|1|2||6|02|3
3413666|1|3|3|33.971063039|34136661|1|1|1|5|11|2
3413667|1|1|1|52.464228394|34136671|1|2||4|07|
3413667|1|2|2|52.464228394|34136671|1|2||3|05|
3413668|1|1|1|47.475713796|34136681|1|2||5|11|2
3413668|1|2|2|47.475713796|34136681|1|2||4|08|
3413668|1|3|3|47.475713796|34136681|1|1|1|2|01|
3413669|1|1|1|32.496541731|34136691|1|2||6|02|3
3413669|1|2|2|32.496541731|34136691|1|2||5|11|2
3413669|1|3|3|32.496541731|34136691|1|2||5|11|2
3413669|1|4|4|32.496541731|34136691|1|2||5|11|2
3413669|1|5|5|32.496541731|34136691|1|1|1|3|04|
3413671|1|1|1|46.829250876|34136711|1|2||4|09|
3413671|1|2|2|46.829250876|34136711|1|2||4|07|
3413672|1|1|1|60.958436801|34136721|1|2||3|04|
3413672|1|2|2|60.958436801|34136721|1|2||5|11|2
3413673|1|1|1|63.387804335|34136731|1|2||5|10|1
3413673|1|2|2|63.387804335|34136731|1|2||4|07|
3413673|1|3|3|63.387804335|34136731|1|2||5|11|2
3413673|1|4|4|63.387804335|34136731|1|1|1|5|10|1
3413674|1|1|1|22.921325171|34136741|1|1|2|4|09|
3413674|1|2|2|22.921325171|34136741|1|2||5|11|2
3413675|1|1|1|49.505286041|34136751|1|2||5|11|2
3413675|1|2|2|49.505286041|34136751|1|2||5|11|2
3413675|1|3|3|49.505286041|34136751|1|1|1|3|04|
3413677|1|1|1|2896.4600743|34136771|1|2||6|02|3
3413678|1|1|1|2669.2809662|34136781|1|2||5|11|2
3413678|1|2|2|2669.2809662|34136781|1|2||5|11|2
3413679|1|1|1|4071.6943557|34136791|1|2||3|05|
3413679|1|2|2|4071.6943557|34136791|1|2||4|09|
3413680|1|1|1|5262.4007196|34136801|1|2||4|09|
3413680|1|2|2|5262.4007196|34136801|1|2||3|05|
3413681|1|1|1|5271.8627026|34136811|1|2||4|09|
3413681|1|2|2|5271.8627026|34136811|1|2||4|09|
3413682|1|1|1|4768.0179523|34136821|1|2||4|06|
3413682|1|2|2|4768.0179523|34136821|1|1|1|4|08|
3413683|1|1|1|4708.3907967|34136831|1|2||3|05|
3413683|1|2|2|4708.3907967|34136831|1|2||6|02|3
3413683|1|3|3|4708.3907967|34136831|1|2||6|02|3
3413684|1|1|1|10750.20184|34136841|1|2||4|09|
3413684|1|2|2|10750.20184|34136841|1|2||6|04|4
3413684|1|3|3|10750.20184|34136841|2|2||1|00|
3413687|1|1|1|478.20143242|34136871|1|2||4|09|
3413687|1|2|2|478.20143242|34136871|1|2||4|09|
3413687|1|3|3|478.20143242|34136871|1|1|1|6|04|4
3413687|1|4|4|478.20143242|34136871|1|2||3|05|
3413687|1|5|5|478.20143242|34136871|1|1|1|4|07|
3413688|1|1|1|955.74426055|34136881|1|2||6|04|4
3413688|1|2|2|955.74426055|34136881|1|2||6|02|3
3413688|1|3|3|955.74426055|34136881|1|1|1|4|07|
3413689|1|1|1|815.41866765|34136891|1|2||6|05|5
3413690|1|1|1|478.13619516|34136901|2|2||1|00|
3413691|1|1|1|561.39166472|34136911|1|2||4|07|
3413691|1|2|2|561.39166472|34136911|1|2||4|09|
3413691|1|3|3|561.39166472|34136911|1|1|1|4|09|
3413692|1|1|1|860.16377243|34136921|1|2||5|11|2
3413692|1|2|2|860.16377243|34136921|1|2||6|03|3
3413692|1|3|3|860.16377243|34136921|1|2||5|11|2
3413693|1|1|1|786.59512393|34136931|1|2||6|06|4
3413693|1|2|2|786.59512393|34136931|1|2||6|05|4
3413694|1|1|1|839.85059133|34136941|1|2||6|05|4
3413694|1|2|2|839.85059133|34136941|1|1|1|6|05|4
3413694|1|3|3|839.85059133|34136941|1|1|2|6|02|2
3413695|1|1|1|1513.0558303|34136951|1|2||6|06|5
3413695|1|2|2|1513.0558303|34136951|1|2||6|05|4
3413696|1|1|1|2464.648853|34136961|1|2||4|08|
3413696|1|2|2|2464.648853|34136961|1|2||5|11|2
3413696|1|3|3|2464.648853|34136961|1|1|1|4|06|
3413696|1|4|4|2464.648853|34136961|1|2||5|11|2
3413696|1|5|5|2464.648853|34136961|1|1|1|4|09|
3413696|1|6|6|2464.648853|34136961|2|1|1|2|00|
3413697|1|1|1|10123.740426|34136971|1|2||4|09|
3413697|1|2|2|10123.740426|34136971|1|2||4|09|
3413697|1|3|3|10123.740426|34136971|1|2||5|11|2
3413697|1|4|4|10123.740426|34136971|1|2||4|08|
3413698|1|1|1|8495.56291|34136981|1|2||5|11|2
3413698|1|2|2|8495.56291|34136981|1|2||4|09|
3413698|1|3|3|8495.56291|34136981|2|2||1|00|
3413698|1|4|4|8495.56291|34136981|1|1|1|3|00|
3413698|1|5|5|8495.56291|34136981|1|2||5|11|2
3413699|1|1|1|9150.343414|34136991|1|2||5|11|2
3413699|1|2|2|9150.343414|34136991|1|1|1|3|03|
3413700|1|1|1|4424.9619216|34137001|1|2||3|04|
3413700|1|2|2|4424.9619216|34137001|1|2||4|09|
3413700|1|3|3|4424.9619216|34137001|1|1|1|4|09|
3413700|1|4|4|4424.9619216|34137001|1|1|1|4|09|
3413700|1|5|5|4424.9619216|34137001|1|1|1|4|09|
3413700|1|6|6|4424.9619216|34137001|1|1|1|3|03|
3413701|1|1|1|8725.8824157|34137011|1|2||5|11|2
3413701|1|2|2|8725.8824157|34137011|1|2||5|11|2
3413701|1|3|3|8725.8824157|34137011|1|2||5|11|2
3413702|1|1|1|7052.557341|34137021|1|2||3|05|
3413702|1|2|2|7052.557341|34137021|1|2||3|05|
3413702|1|3|3|7052.557341|34137021|1|2||4|09|
3413702|1|4|4|7052.557341|34137021|1|1|1|4|00|
3413703|1|1|1|7023.6845085|34137031|1|2||5|11|2
3413703|1|2|2|7023.6845085|34137031|1|1|1|4|09|
3413703|1|3|3|7023.6845085|34137031|1|1|1|4|07|
3413704|1|1|1|7914.6767942|34137041|1|2||5|11|2
3413704|1|2|2|7914.6767942|34137041|1|1|2|6|02|2
3413704|1|3|3|7914.6767942|34137041|1|1|1|6|00|2
3413705|1|1|1|10561.93436|34137051|1|2||5|11|2
3413705|1|2|2|10561.93436|34137051|1|2||5|11|2
3413706|1|1|1|5444.9644007|34137061|1|2||3|05|
3413706|1|2|2|5444.9644007|34137061|1|2||3|05|
3413706|1|3|3|5444.9644007|34137061|1|2||5|11|2
3413706|1|4|4|5444.9644007|34137061|1|2||5|11|2
3413706|1|5|5|5444.9644007|34137061|1|1|1|4|08|
3413706|1|6|6|5444.9644007|34137061|1|1|1|2|01|
3413707|1|1|1|2865.5314051|34137071|1|2||3|03|
3413707|1|2|2|2865.5314051|34137071|1|2||3|05|
3413707|1|3|3|2865.5314051|34137071|1|1|1|4|00|
3413708|1|1|1|6003.3455362|34137081|1|2||3|05|
3413708|1|2|2|6003.3455362|34137081|1|2||3|05|
3413708|1|3|3|6003.3455362|34137081|1|2||3|03|
3413708|1|4|4|6003.3455362|34137081|1|2||4|09|
3413708|1|5|5|6003.3455362|34137081|1|2||5|11|2
3413708|1|6|6|6003.3455362|34137081|1|1|1|4|07|
3413709|1|1|1|5388.7860591|34137091|1|2||5|11|2
3413709|1|2|2|5388.7860591|34137091|2|2||1|00|
3413709|1|3|3|5388.7860591|34137091|1|2||4|07|
3413710|1|1|1|4602.0753096|34137101|1|2||3|02|
3413710|1|2|2|4602.0753096|34137101|1|2||3|05|
3413710|1|3|3|4602.0753096|34137101|1|1|1|3|05|
3413710|1|4|4|4602.0753096|34137101|1|1|1|3|01|
3413711|1|1|1|6105.7490462|34137111|1|2||6|02|3
3413711|1|2|2|6105.7490462|34137111|1|2||5|11|2
3413712|1|1|1|4383.4957585|34137121|1|1|1|6|04|3
3413713|1|1|1|6046.7390826|34137131|1|2||4|08|
3413713|1|2|2|6046.7390826|34137131|1|2||6|02|3
3413713|1|3|3|6046.7390826|34137131|1|2||5|11|2
3413713|1|4|4|6046.7390826|34137131|1|1|1|3|02|
3413714|1|1|1|5263.7889576|34137141|1|2||5|11|2
3413714|1|2|2|5263.7889576|34137141|1|2||5|11|2
3413715|1|1|1|2333.9477774|34137151|1|2||5|11|2
3413715|1|2|2|2333.9477774|34137151|1|2||5|11|2
3413715|1|3|3|2333.9477774|34137151|1|1|1|4|08|
3413715|1|4|4|2333.9477774|34137151|1|1|1|4|09|
3413715|1|5|5|2333.9477774|34137151|1|2||3|02|
3413716|1|1|1|4965.8422562|34137161|1|2||5|11|2
3413717|1|1|1|4088.8782662|34137171|1|2||6|03|3
3413717|1|2|2|4088.8782662|34137171|1|2||6|01|3
3413717|1|3|3|4088.8782662|34137171|1|1|2|4|07|
3413717|1|4|4|4088.8782662|34137171|1|1|2|3|02|
3413717|1|5|5|4088.8782662|34137171|1|2||6|02|3
3413718|1|1|1|6637.4883941|34137181|1|2||6|03|3
3413719|1|1|1|378.86628459|34137191|1|2||5|11|2
3413719|1|2|2|378.86628459|34137191|1|2||5|11|2
3413720|1|1|1|362.55103618|34137201|1|2||5|11|2
3413721|1|1|1|403.22376165|34137211|1|2||5|11|2
3413721|1|2|2|403.22376165|34137211|1|2||5|11|2
3413722|1|1|1|698.6724018|34137221|1|2||5|11|2
3413722|1|2|2|698.6724018|34137221|1|2||5|11|2
3413722|1|3|3|698.6724018|34137221|1|1|1|6|01|2
3413722|1|4|4|698.6724018|34137221|1|1|1|4|00|
3413723|1|1|1|594.81059099|34137231|1|2||6|05|4
3413723|1|2|2|594.81059099|34137231|1|2||4|07|
3413723|1|3|3|594.81059099|34137231|2|2||1|00|
3413724|1|1|1|292.68918373|34137241|1|2||5|11|2
3413724|1|2|2|292.68918373|34137241|1|2||5|11|2
3413724|1|3|3|292.68918373|34137241|1|1|1|4|07|
3413725|1|1|1|497.26199853|34137251|1|2||4|07|
3413725|1|2|2|497.26199853|34137251|1|2||4|07|
3413726|1|1|1|575.23477238|34137261|1|1|1|6|01|2
3413726|1|2|2|575.23477238|34137261|1|1|1|3|01|
3413727|1|1|1|472.60487033|34137271|1|2||5|11|2
3413727|1|2|2|472.60487033|34137271|1|2||5|11|2
3413728|1|1|1|488.07036622|34137281|1|2||5|11|2
3413728|1|2|2|488.07036622|34137281|1|2||6|03|3
3413728|1|3|3|488.07036622|34137281|1|2||6|05|4
3413729|1|1|1|384.48619049|34137291|1|2||6|05|4
3413729|1|2|2|384.48619049|34137291|1|2||6|05|4
3413729|1|3|3|384.48619049|34137291|1|1|1|3|02|
3413729|1|4|4|384.48619049|34137291|1|2||5|11|2
3413730|1|1|1|343.66816971|34137301|1|2||5|11|2
3413731|1|2|2|504.59673463|34137311|1|2||6|05|4
3413731|1|3|3|504.59673463|34137311|1|1|1|5|10|1
3413731|1|4|4|504.59673463|34137311|1|1|1|3|04|
3413731|1|1|1|504.59673463|34137311|1|2||6|05|4
3413732|1|1|1|513.04859783|34137321|1|2||6|05|4
3413732|1|2|2|513.04859783|34137321|1|1|1|6|01|2
3413732|1|3|3|513.04859783|34137321|1|1|1|6|02|2
3413732|1|4|4|513.04859783|34137321|1|2||6|05|4
3413732|1|5|5|513.04859783|34137321|1|2||6|05|4
3413732|1|6|6|513.04859783|34137321|1|1|1|3|03|
3413733|1|1|1|780.69564167|34137331|1|2||4|06|
3413733|1|2|2|780.69564167|34137331|1|2||6|03|3
3413733|1|3|3|780.69564167|34137331|1|2||5|11|2
3413733|1|4|4|780.69564167|34137331|1|1|1|5|10|1
3413734|1|1|1|891.00547632|34137341|1|2||4|06|
3413734|1|2|2|891.00547632|34137341|1|2||5|11|2
3413734|1|3|3|891.00547632|34137341|1|1|1|3|02|
3413734|1|4|4|891.00547632|34137341|1|1|1|3|01|
3413735|1|1|1|992.55705832|34137351|1|2||5|11|2
3413735|1|2|2|992.55705832|34137351|1|2||4|08|
3413736|1|1|1|628.48391481|34137361|1|2||3|03|
3413736|1|2|2|628.48391481|34137361|1|2||3|05|
3413737|1|1|1|698.08711639|34137371|1|2||5|11|2
3413737|1|2|2|698.08711639|34137371|1|2||5|11|2
3413737|1|3|3|698.08711639|34137371|1|1|1|4|09|
3413738|1|1|1|965.49244051|34137381|1|2||5|11|2
3413739|1|1|1|795.73552789|34137391|1|2||3|05|
3413740|1|1|1|495.67524478|34137401|1|2||3|04|
3413741|1|1|1|642.5572885|34137411|1|2||3|05|
3413741|1|2|2|642.5572885|34137411|1|2||3|05|
3413741|1|3|3|642.5572885|34137411|1|2||5|11|2
3413741|1|4|4|642.5572885|34137411|1|2||5|11|2
3413741|1|5|5|642.5572885|34137411|1|1|1|3|01|
3413741|1|6|6|642.5572885|34137411|2|2||1|00|
3413742|1|1|1|441.07314863|34137421|1|2||3|04|
3413742|1|2|2|441.07314863|34137421|1|2||3|02|
3413742|1|3|3|441.07314863|34137421|1|2||5|11|2
3413742|1|4|4|441.07314863|34137421|1|2||3|03|
3413742|1|5|5|441.07314863|34137421|1|1|1|3|03|
3413743|1|1|1|938.05693888|34137431|1|2||5|11|2
3413743|1|2|2|938.05693888|34137431|1|2||5|11|2
3413744|1|1|1|640.17448572|34137441|1|2||5|11|2
3413744|1|2|2|640.17448572|34137441|1|2||5|11|2
3413744|1|3|3|640.17448572|34137441|1|1|1|5|10|1
3413744|1|4|4|640.17448572|34137441|1|1|1|3|04|
3413745|1|1|1|984.57077821|34137451|1|2||5|11|2
3413745|1|2|2|984.57077821|34137451|1|2||5|11|2
3413745|1|3|3|984.57077821|34137451|1|2||5|11|2
3413746|1|1|1|528.24508752|34137461|1|2||5|11|2
3413746|1|2|2|528.24508752|34137461|1|2||6|03|3
3413747|1|3|3|844.73717231|34137471|1|1|1|6|04|2
3413747|1|1|1|844.73717231|34137471|1|2||3|04|
3413747|1|2|2|844.73717231|34137471|1|2||4|07|
3413748|1|1|1|843.65235751|34137481|1|1|1|6|01|2
3413748|1|2|2|843.65235751|34137481|1|2||5|11|2
3413749|1|1|1|942.20313963|34137491|1|2||5|11|2
3413749|1|2|2|942.20313963|34137491|1|2||5|11|2
3413749|1|3|3|942.20313963|34137491|1|1|1|3|02|
3413750|1|1|1|706.73969193|34137501|1|2||5|11|2
3413750|1|2|2|706.73969193|34137501|1|1|1|6|01|2
3413750|1|3|3|706.73969193|34137501|1|1|1|4|06|
3413751|1|1|1|830.97286367|34137511|1|2||4|06|
3413751|1|2|2|830.97286367|34137511|1|1|1|4|08|
3413751|1|3|3|830.97286367|34137511|1|1|1|4|07|
3413751|1|4|4|830.97286367|34137511|1|1|1|3|01|
3413752|1|1|1|621.57749816|34137521|1|2||3|05|
3413752|1|2|2|621.57749816|34137521|2|2||1|00|
3413753|1|1|1|954.88263347|34137531|1|2||5|10|1
3413754|1|1|1|536.07666866|34137541|1|2||4|07|
3413754|1|2|2|536.07666866|34137541|1|1|1|3|03|
3413754|1|3|3|536.07666866|34137541|1|1|1|3|02|
3413754|1|4|4|536.07666866|34137541|1|1|1|2|00|
3413754|1|5|5|536.07666866|34137541|2|1|1|2|00|
3413755|1|1|1|302.66316158|34137551|1|2||5|11|2
3413755|1|2|2|302.66316158|34137551|1|1|1|3|02|
3413755|1|3|3|302.66316158|34137551|2|1|1|2|00|
3413755|1|4|4|302.66316158|34137551|1|2||5|11|2
3413756|1|1|1|507.83931875|34137561|1|2||5|11|2
3413756|1|2|2|507.83931875|34137561|1|2||5|11|2
3413756|1|3|3|507.83931875|34137561|1|2||6|05|4
3413756|1|4|4|507.83931875|34137561|1|2||6|05|4
3413756|1|5|5|507.83931875|34137561|1|2||6|05|4
3413757|1|1|1|378.23504645|34137571|1|2||5|11|2
3413757|1|2|2|378.23504645|34137571|1|2||5|11|2
3413757|1|3|3|378.23504645|34137571|1|2||6|05|4
3413757|1|4|4|378.23504645|34137571|1|2||3|03|
3413758|1|1|1|120.70606592|34137581|1|2||5|11|2
3413758|1|2|2|120.70606592|34137581|1|2||5|11|2
3413758|1|3|3|120.70606592|34137581|1|1|1|3|00|
3413759|1|1|1|151.78439268|34137591|1|2||3|05|
3413759|1|2|2|151.78439268|34137591|1|2||5|11|2
3413759|1|3|3|151.78439268|34137591|1|1|1|6|02|2
3413760|1|1|1|165.82063941|34137601|1|1|2|6|06|3
3413760|1|2|2|165.82063941|34137601|1|1|2|6|02|3
3413761|1|1|1|144.23492042|34137611|1|2||3|05|
3413761|1|2|2|144.23492042|34137611|1|2||5|11|2
3413762|1|1|1|140.59921252|34137621|1|2||3|05|
3413762|1|2|2|140.59921252|34137621|1|2||3|05|
3413762|1|3|3|140.59921252|34137621|1|2||6|05|4
3413763|1|1|1|147.48504456|34137631|2|2||1|00|
3413763|1|2|2|147.48504456|34137631|1|2||3|03|
3413763|1|3|3|147.48504456|34137631|1|2||5|11|2
3413764|1|1|1|152.86327612|34137641|1|2||4|08|
3413764|1|2|2|152.86327612|34137641|1|2||4|09|
3413765|1|1|1|122.39212206|34137651|2|2||1|00|
3413765|1|2|2|122.39212206|34137651|1|2||5|11|2
3413766|1|1|1|149.64281144|34137661|2|2||1|00|
3413767|1|1|1|119.19633138|34137671|1|2||4|07|
3413768|1|1|1|154.28448002|34137681|1|2||5|11|2
3413768|1|2|2|154.28448002|34137681|1|1|2|3|02|
3413769|1|1|1|119.19633138|34137691|1|2||6|05|4
3413770|1|1|1|122.20829601|34137701|1|2||5|11|2
3413771|1|1|1|97.343670623|34137711|1|2||6|15|5
3413772|1|1|1|96.462582481|34137721|1|2||5|11|2
3413772|1|2|2|96.462582481|34137721|1|2||4|08|
3413773|1|1|1|165.27364524|34137731|1|2||6|06|5
3413773|1|2|2|165.27364524|34137731|1|2||6|05|4
3413773|1|3|3|165.27364524|34137731|1|1|2|3|02|
3413773|1|4|4|165.27364524|34137731|2|1|2|2|00|
3413774|1|1|1|160.64960429|34137741|1|2||6|06|5
3413774|1|2|2|160.64960429|34137741|1|1|2|6|05|4
3413775|1|1|1|135.62621693|34137751|1|2||6|05|4
3413776|1|1|1|180.33319341|34137761|2|2||1|00|
3413776|1|2|2|180.33319341|34137761|1|2||5|11|2
3413776|1|3|3|180.33319341|34137761|1|1|1|3|02|
3413776|1|4|4|180.33319341|34137761|2|1|1|3|00|
3413777|1|1|1|105.51825349|34137771|1|2||5|11|2
3413777|1|2|2|105.51825349|34137771|1|2||5|11|2
3413778|1|1|1|131.80751516|34137781|1|2||5|11|2
3413778|1|2|2|131.80751516|34137781|1|2||6|05|4
3413778|1|3|3|131.80751516|34137781|1|1|2|3|02|
3413779|1|1|1|164.35320536|34137791|1|2||3|05|
3413779|1|2|2|164.35320536|34137791|1|2||3|05|
3413779|1|3|3|164.35320536|34137791|2|1|1|1|00|
3413780|1|1|1|155.77768558|34137801|1|2||3|05|
3413780|1|2|2|155.77768558|34137801|1|2||4|08|
3413780|1|3|3|155.77768558|34137801|2|1|2|2|00|
3413781|1|1|1|146.12086726|34137811|1|2||3|05|
3413781|1|2|2|146.12086726|34137811|1|2||5|11|2
3413781|1|3|3|146.12086726|34137811|1|1|1|4|00|
3413782|1|1|1|89.006179346|34137821|1|2||3|05|
3413782|1|2|2|89.006179346|34137821|2|2||1|00|
3413782|1|3|3|89.006179346|34137821|1|2||5|11|2
3413782|1|4|4|89.006179346|34137821|1|2||4|07|
3413782|1|5|5|89.006179346|34137821|1|2||5|11|2
3413782|1|6|6|89.006179346|34137821|1|1|1|4|09|
3413783|1|1|1|125.49536555|34137831|1|1|2|6|00|2
3413783|1|2|2|125.49536555|34137831|1|1|1|4|00|
3413783|1|3|3|125.49536555|34137831|2|1|1|3|00|
3413784|1|1|1|89.952849122|34137841|1|1|1|6|01|2
3413784|1|2|2|89.952849122|34137841|1|1|1|6|02|2
3413785|1|1|1|131.14253411|34137851|1|2||5|11|2
3413785|1|2|2|131.14253411|34137851|1|1|1|6|07|5
3413787|1|1|1|59.822361101|34137871|1|2||6|06|5
3413787|1|2|2|59.822361101|34137871|1|2||6|06|5
3413787|1|3|3|59.822361101|34137871|1|1|1|6|04|2
3413787|1|4|4|59.822361101|34137871|1|1|1|6|04|2
3413788|1|1|1|131.56322529|34137881|1|2||6|05|4
3413788|1|2|2|131.56322529|34137881|1|2||6|05|4
3413789|1|1|1|150.47449024|34137891|1|2||6|06|5
3413789|1|2|2|150.47449024|34137891|1|2||6|06|5
3413790|1|1|1|107.27199178|34137901|1|2||6|06|5
3413790|1|2|2|107.27199178|34137901|1|2||5|11|2
3413790|1|3|3|107.27199178|34137901|1|2||5|11|2
3413791|1|1|1|111.35655791|34137911|1|2||6|02|3
3413791|1|2|2|111.35655791|34137911|1|1|2|4|07|
3413792|1|1|1|146.15366565|34137921|1|2||6|07|5
3413792|1|2|2|146.15366565|34137921|1|2||3|03|
3413792|1|3|3|146.15366565|34137921|1|1|2|3|02|
3413793|1|1|1|104.11679896|34137931|1|2||6|02|3
3413793|1|2|2|104.11679896|34137931|1|2||6|05|4
3413793|1|3|3|104.11679896|34137931|1|1|1|6|04|3
3413793|1|4|4|104.11679896|34137931|1|1|1|6|00|2
3413794|1|1|1|147.57446753|34137941|1|1|1|6|07|5
3413794|1|2|2|147.57446753|34137941|1|1|2|4|00|
3413795|1|1|1|103.41205797|34137951|1|2||6|06|5
3413795|1|2|2|103.41205797|34137951|1|1|1|6|00|2
3413795|1|3|3|103.41205797|34137951|1|1|1|6|00|2
3413795|1|4|4|103.41205797|34137951|1|1|1|6|00|2
3413795|1|5|5|103.41205797|34137951|1|2||6|06|5
3413795|1|6|6|103.41205797|34137951|1|1|1|3|05|
3413796|1|1|1|120.52073506|34137961|1|2||6|05|4
3413797|1|1|1|432.49734458|34137971|1|2||6|05|4
3413797|1|2|2|432.49734458|34137971|1|2||6|05|4
3413797|1|3|3|432.49734458|34137971|1|1|2|3|03|
3413797|1|5|5|432.49734458|34137971|1|2||6|02|3
