Directorio|Secuencia_p|Secuencia_encuesta|Orden|Fex_c|llave_hogar|P6160|P6170|P6175|P6210|P6210S1|P6220
3439069|1|6|6|405.90095346|34390691|1|1|1|4|06|
3439070|1|1|1|246.60557635|34390701|1|2||5|11|2
3439072|1|1|1|296.8968731|34390721|1|2||4|09|
3439072|1|2|2|296.8968731|34390721|1|2||4|09|
3439072|1|3|3|296.8968731|34390721|1|1|1|5|10|1
3439072|1|4|4|296.8968731|34390721|1|2||3|05|
3439073|1|1|1|249.23642336|34390731|1|2||3|02|
3439073|1|2|2|249.23642336|34390731|1|2||3|05|
3439073|1|3|3|249.23642336|34390731|1|1|1|4|06|
3439073|1|4|4|249.23642336|34390731|1|1|1|3|03|
3439074|1|1|1|204.81451223|34390741|1|2||3|05|
3439075|1|1|1|192.49646807|34390751|2|2||1|00|
3439076|1|1|1|289.08954957|34390761|1|2||4|09|
3439076|1|2|2|289.08954957|34390761|1|2||5|11|2
3439077|1|1|1|289.08954957|34390771|1|2||3|05|
3439077|1|2|2|289.08954957|34390771|1|2||6|02|3
3439078|1|1|1|222.65876356|34390781|1|2||5|11|2
3439078|1|2|2|222.65876356|34390781|1|2||5|11|2
3439079|1|1|1|192.37069358|34390791|1|2||5|11|2
3439079|1|2|2|192.37069358|34390791|2|1|1|2|00|
3439080|1|1|1|179.89747009|34390801|1|2||3|02|
3439080|1|2|2|179.89747009|34390801|1|2||3|05|
3439082|1|1|1|267.01189786|34390821|1|2||3|03|
3439082|1|2|2|267.01189786|34390821|1|2||5|11|2
3439083|1|1|1|179.89747009|34390831|1|2||3|01|
3439083|1|2|2|179.89747009|34390831|1|2||3|05|
3439084|1|1|1|306.9338009|34390841|1|2||6|02|3
3439084|1|2|2|306.9338009|34390841|1|2||5|11|2
3439084|1|3|3|306.9338009|34390841|1|1|1|3|05|
3439085|1|1|1|363.95471001|34390851|1|2||5|11|2
3439085|1|2|2|363.95471001|34390851|1|2||4|06|
3439085|1|3|3|363.95471001|34390851|1|1|2|6|00|2
3439085|1|4|4|363.95471001|34390851|1|1|1|4|07|
3439085|1|5|5|363.95471001|34390851|1|1|1|3|02|
3439086|1|3|3|205.16424289|34390861|2|1|1|2|00|
3439086|1|1|1|205.16424289|34390861|1|2||5|11|2
3439086|1|2|2|205.16424289|34390861|1|2||5|11|2
3439087|1|1|1|129.60228717|34390871|1|2||3|05|
3439087|1|2|2|129.60228717|34390871|1|2||5|11|2
3439087|1|3|3|129.60228717|34390871|1|2||3|02|
3439087|1|4|4|129.60228717|34390871|1|1|1|3|03|
3439088|1|1|1|269.5005297|34390881|1|2||3|05|
3439088|1|2|2|269.5005297|34390881|1|2||5|11|2
3439088|1|3|3|269.5005297|34390881|1|1|1|3|03|
3439089|1|1|1|246.60557635|34390891|2|2||1|00|
3439090|1|1|1|192.49646807|34390901|1|2||3|04|
3439091|1|1|1|264.17250743|34390911|1|2||3|03|
3439091|1|2|2|264.17250743|34390911|1|2||3|02|
3439091|1|3|3|264.17250743|34390911|1|2||5|11|2
3439092|1|1|1|289.08954957|34390921|1|2||5|11|2
3439092|1|2|2|289.08954957|34390921|1|2||4|08|
3439093|1|10|10|518.40914867|34390931|1|2||5|10|1
3439093|1|1|1|518.40914867|34390931|1|2||4|06|
3439093|1|2|2|518.40914867|34390931|2|2||1|00|
3439093|1|3|3|518.40914867|34390931|1|2||4|06|
3439093|1|4|4|518.40914867|34390931|1|2||3|02|
3439093|1|5|5|518.40914867|34390931|1|2||3|02|
3439093|1|6|6|518.40914867|34390931|1|2||3|02|
3439093|1|7|7|518.40914867|34390931|1|2||4|06|
3439093|1|8|8|518.40914867|34390931|1|1|1|3|00|
3439093|1|9|9|518.40914867|34390931|1|2||3|05|
3439094|1|1|1|455.96466048|34390941|1|2||5|11|2
3439094|1|2|2|455.96466048|34390941|1|2||3|01|
3439094|1|3|3|455.96466048|34390941|1|1|1|4|07|
3439094|1|4|4|455.96466048|34390941|1|1|1|3|05|
3439094|1|5|5|455.96466048|34390941|1|1|1|3|03|
3439095|1|1|1|179.89747009|34390951|1|2||3|05|
3439095|1|2|2|179.89747009|34390951|1|2||3|01|
3439096|1|1|1|192.49646807|34390961|1|2||3|03|
3439097|1|1|1|262.57470697|34390971|1|2||4|07|
3439097|1|2|2|262.57470697|34390971|1|2||3|03|
3439097|1|3|3|262.57470697|34390971|1|2||4|06|
3439098|1|1|1|330.21563429|34390981|1|2||3|05|
3439098|1|2|2|330.21563429|34390981|1|2||3|01|
3439098|1|3|3|330.21563429|34390981|1|2||6|05|4
3439099|1|1|1|269.23927678|34390991|1|2||3|05|
3439099|1|2|2|269.23927678|34390991|1|1|2|6|00|2
3439100|1|1|1|240.62058509|34391001|1|2||3|02|
3439101|1|1|1|166.16241182|34391011|1|2||5|11|2
3439101|1|3|3|166.16241182|34391011|1|2||6|05|4
3439101|1|2|2|166.16241182|34391011|2|2||1|00|
3439102|1|1|1|162.00285896|34391021|1|2||5|11|2
3439102|1|2|2|162.00285896|34391021|1|1|1|3|01|
3439102|1|4|4|162.00285896|34391021|1|2||4|07|
3439103|1|1|1|349.16242753|34391031|1|2||5|11|2
3439103|1|2|2|349.16242753|34391031|1|2||6|01|3
3439104|1|1|1|277.81958603|34391041|1|2||3|03|
3439104|1|2|2|277.81958603|34391041|1|2||5|11|2
3439104|1|3|3|277.81958603|34391041|1|2||5|11|2
3439104|1|4|4|277.81958603|34391041|1|1|1|3|03|
3439104|1|5|5|277.81958603|34391041|1|1|1|3|01|
3439105|1|1|1|323.93901281|34391051|1|2||3|05|
3439105|1|2|2|323.93901281|34391051|1|2||4|08|
3439105|1|3|3|323.93901281|34391051|1|1|1|3|02|
3439105|1|4|4|323.93901281|34391051|2|2||1|00|
3439106|1|1|1|224.87183761|34391061|1|2||3|05|
3439106|1|2|2|224.87183761|34391061|1|2||3|05|
3439107|1|1|1|85.472312812|34391071|1|2||4|07|
3439107|1|2|2|85.472312812|34391071|1|2||4|07|
3439107|1|3|3|85.472312812|34391071|1|2||5|11|2
3439107|1|4|4|85.472312812|34391071|1|2||5|10|1
3439107|1|5|5|85.472312812|34391071|1|2||5|11|2
3439108|1|1|1|109.07573824|34391081|1|2||6|10|4
3439108|1|2|2|109.07573824|34391081|1|2||6|05|4
3439108|1|3|3|109.07573824|34391081|1|1|1|6|00|2
3439109|1|1|1|50.722104216|34391091|1|2||6|05|4
3439109|1|2|2|50.722104216|34391091|1|1|2|4|07|
3439109|1|3|3|50.722104216|34391091|2|2||1|00|
3439109|1|4|4|50.722104216|34391091|1|2||3|05|
3439109|1|5|5|50.722104216|34391091|1|2||5|11|2
3439109|1|6|6|50.722104216|34391091|1|1|2|6|01|2
3439110|1|1|1|83.174850017|34391101|1|2||5|11|2
3439110|1|2|2|83.174850017|34391101|1|2||6|05|4
3439110|1|3|3|83.174850017|34391101|1|2||6|05|4
3439111|1|1|1|39.616269461|34391111|1|2||3|03|
3439111|1|2|2|39.616269461|34391111|1|2||3|05|
3439111|1|3|3|39.616269461|34391111|1|2||6|05|4
3439111|1|4|4|39.616269461|34391111|1|2||6|02|3
3439111|1|5|5|39.616269461|34391111|1|1|2|4|09|
3439111|1|6|6|39.616269461|34391111|2|2||1|00|
3439112|1|1|1|53.921162797|34391121|1|2||6|05|4
3439112|1|2|2|53.921162797|34391121|1|2||6|05|4
3439112|1|3|3|53.921162797|34391121|1|1|1|4|09|
3439112|1|4|4|53.921162797|34391121|1|2||5|11|2
3439113|1|1|1|35.260191973|34391131|1|2||6|06|4
3439113|1|2|2|35.260191973|34391131|1|1|1|6|00|2
3439113|1|3|3|35.260191973|34391131|1|2||5|11|2
3439113|1|4|4|35.260191973|34391131|1|1|1|6|02|2
3439114|1|1|1|46.602643597|34391141|1|2||5|11|2
3439114|1|2|2|46.602643597|34391141|1|2||6|05|4
3439114|1|3|3|46.602643597|34391141|1|2||5|11|2
3439114|1|5|5|46.602643597|34391141|1|1|1|5|10|1
3439114|1|6|6|46.602643597|34391141|2|2||1|00|
3439115|1|1|1|35.260191973|34391151|1|2||6|04|3
3439115|1|2|2|35.260191973|34391151|1|1|1|6|01|2
3439115|1|3|3|35.260191973|34391151|1|1|1|4|06|
3439116|1|1|1|85.357361939|34391161|1|2||5|11|2
3439116|1|2|2|85.357361939|34391161|1|2||6|05|4
3439116|1|3|3|85.357361939|34391161|1|1|1|6|01|2
3439116|1|4|4|85.357361939|34391161|1|1|2|3|02|
3439116|1|5|5|85.357361939|34391161|1|2||5|11|2
3439120|1|1|1|85.856649491|34391201|1|2||5|11|2
3439120|1|2|2|85.856649491|34391201|1|2||6|05|2
3439120|1|3|3|85.856649491|34391201|1|1|2|6|03|2
3439121|1|1|1|129.98723749|34391211|1|2||6|08|5
3439121|1|2|2|129.98723749|34391211|1|2||6|11|5
3439121|1|3|3|129.98723749|34391211|1|2||6|05|4
3439121|1|4|4|129.98723749|34391211|1|1|1|6|07|4
3439122|1|1|1|81.693998359|34391221|1|2||4|09|
3439122|1|2|2|81.693998359|34391221|1|1|1|3|03|
3439122|1|3|3|81.693998359|34391221|1|1|1|3|03|
3439122|1|4|4|81.693998359|34391221|1|1|1|3|02|
3439122|1|5|5|81.693998359|34391221|1|1|1|3|00|
3439122|1|6|6|81.693998359|34391221|1|2||3|05|
3439123|1|1|1|54.996491723|34391231|1|2||5|11|2
3439123|1|2|2|54.996491723|34391231|1|2||5|11|2
3439123|1|3|3|54.996491723|34391231|1|2||6|07|4
3439123|1|4|4|54.996491723|34391231|2|2||1|00|
3439124|1|1|1|76.40687597|34391241|1|2||6|02|3
3439124|1|2|2|76.40687597|34391241|1|2||6|02|3
3439125|1|1|1|125.79134812|34391251|1|1|2|6|02|2
3439125|1|2|2|125.79134812|34391251|1|2||6|05|4
3439125|1|3|3|125.79134812|34391251|2|1|2|3|00|
3439126|1|1|1|85.669300734|34391261|1|2||6|05|4
3439126|1|2|2|85.669300734|34391261|1|1|1|6|03|2
3439126|1|3|3|85.669300734|34391261|1|1|1|4|09|
3439126|1|4|4|85.669300734|34391261|1|1|1|3|04|
3439126|1|5|5|85.669300734|34391261|2|2||1|00|
3439127|1|1|1|105.75318725|34391271|1|2||6|07|5
3439127|1|2|2|105.75318725|34391271|1|1|2|6|05|4
3439128|1|1|1|58.490857786|34391281|1|2||6|07|5
3439128|1|2|2|58.490857786|34391281|1|2||5|11|2
3439130|1|1|1|141.60933367|34391301|1|2||6|05|4
3439130|1|2|2|141.60933367|34391301|1|2||6|03|3
3439130|1|3|3|141.60933367|34391301|1|1|2|3|04|
3439130|1|4|4|141.60933367|34391301|1|1|2|3|01|
3439131|1|1|1|53.424533293|34391311|1|1|2|6|07|5
3439131|1|2|2|53.424533293|34391311|1|1|2|6|00|2
3439132|1|1|1|78.217727275|34391321|1|2||6|05|4
3439132|1|2|2|78.217727275|34391321|1|2||6|05|4
3439133|1|1|1|53.424533293|34391331|1|2||6|05|4
3439133|1|2|2|53.424533293|34391331|1|1|2|4|07|
3439133|1|3|3|53.424533293|34391331|1|2||6|05|4
3439134|1|1|1|93.615173403|34391341|1|2||6|06|4
3439135|1|1|1|102.17617612|34391351|1|1|2|6|05|4
3439135|1|2|2|102.17617612|34391351|1|2||6|05|4
3439136|1|1|1|141.41994615|34391361|1|2||6|08|5
3439136|1|2|2|141.41994615|34391361|1|2||6|05|4
3439137|1|1|1|54.371403369|34391371|1|2||6|06|4
3439138|1|1|1|102.17617612|34391381|1|2||6|05|4
3439138|1|2|2|102.17617612|34391381|1|2||6|05|4
3439139|1|1|1|88.206092815|34391391|1|2||5|11|2
3439139|1|2|2|88.206092815|34391391|1|2||6|02|3
3439139|1|3|3|88.206092815|34391391|1|1|2|4|06|
3439139|1|4|4|88.206092815|34391391|1|1|1|3|03|
3439141|1|1|1|94.447699813|34391411|1|2||5|11|2
3439141|1|2|2|94.447699813|34391411|1|2||5|11|2
3439141|1|3|3|94.447699813|34391411|1|2||5|11|2
3439141|1|4|4|94.447699813|34391411|1|1|1|4|08|
3439142|1|1|1|147.85094067|34391421|1|2||6|01|3
3439142|1|2|2|147.85094067|34391421|1|2||6|05|4
3439142|1|3|3|147.85094067|34391421|1|1|1|4|06|
3439142|1|4|4|147.85094067|34391421|2|1|2|2|00|
3439143|1|1|1|93.615173403|34391431|1|2||5|11|2
3439144|1|1|1|77.162429945|34391441|1|2||4|07|
3439144|1|2|2|77.162429945|34391441|1|2||4|09|
3439144|1|4|4|77.162429945|34391441|1|1|1|4|06|
3439144|1|5|5|77.162429945|34391441|1|1|1|3|02|
3439145|1|1|1|67.197634254|34391451|1|2||6|05|4
3439145|1|2|2|67.197634254|34391451|1|1|2|3|04|
3439145|1|3|3|67.197634254|34391451|2|1|2|2|00|
3439145|1|4|4|67.197634254|34391451|1|2||5|11|2
3439146|1|1|1|78.217727275|34391461|1|2||4|08|
3439146|1|2|2|78.217727275|34391461|1|2||4|07|
3439147|1|1|1|73.249853732|34391471|1|2||6|02|3
3439147|1|2|2|73.249853732|34391471|1|1|1|5|10|1
3439148|1|1|1|142.53491132|34391481|1|2||4|09|
3439148|1|2|2|142.53491132|34391481|1|2||6|01|2
3439148|1|3|3|142.53491132|34391481|1|2||4|09|
3439148|1|4|4|142.53491132|34391481|1|1|2|3|00|
3439149|1|1|1|141.41994615|34391491|1|2||5|11|2
3439149|1|2|2|141.41994615|34391491|1|2||5|11|2
3439152|1|1|1|93.615173403|34391521|1|2||6|01|3
3439153|1|1|1|90.85457064|34391531|1|2||6|03|3
3439153|1|2|2|90.85457064|34391531|1|2||6|07|5
3439153|1|3|3|90.85457064|34391531|1|1|2|4|07|
3439154|1|1|1|154.65383934|34391541|1|2||6|04|2
3439155|1|1|1|128.18605297|34391551|1|2||6|02|3
3439155|1|2|2|128.18605297|34391551|1|2||6|02|3
3439155|1|3|3|128.18605297|34391551|1|2||6|05|4
3439156|1|1|1|141.41994615|34391561|1|2||6|02|3
3439156|1|2|2|141.41994615|34391561|1|1|2|6|03|2
3439157|1|1|1|76.730857967|34391571|1|2||6|03|3
3439157|1|2|2|76.730857967|34391571|1|2||6|05|4
3439157|1|3|3|76.730857967|34391571|1|1|1|4|09|
3439157|1|4|4|76.730857967|34391571|1|1|1|4|00|
3439158|1|1|1|53.424533293|34391581|1|2||3|03|
3439158|1|2|2|53.424533293|34391581|1|2||5|11|2
3439158|1|3|3|53.424533293|34391581|1|1|1|6|02|2
3439159|1|1|1|141.41994615|34391591|1|2||6|06|5
3439159|1|2|2|141.41994615|34391591|1|2||6|07|5
3439160|1|1|1|93.615173403|34391601|1|2||6|06|5
3439161|1|1|1|128.04691267|34391611|1|2||6|06|5
3439161|1|2|2|128.04691267|34391611|1|1|1|6|03|2
3439164|1|1|1|109.15340412|34391641|1|2||3|05|
3439164|1|2|2|109.15340412|34391641|1|2||4|08|
3439164|1|3|3|109.15340412|34391641|1|1|1|3|03|
3439164|1|4|4|109.15340412|34391641|1|1|1|6|00|2
3439164|1|6|6|109.15340412|34391641|1|2||5|11|2
3439164|1|7|7|109.15340412|34391641|1|2||5|11|2
3439165|1|1|1|117.46149731|34391651|1|2||3|05|
3439165|1|2|2|117.46149731|34391651|1|2||4|08|
3439166|1|1|1|149.69465594|34391661|1|2||5|11|2
3439166|1|2|2|149.69465594|34391661|1|2||5|11|2
3439166|1|3|3|149.69465594|34391661|2|2||1|00|
3439166|1|4|4|149.69465594|34391661|1|2||5|11|2
3439167|1|1|1|168.40564786|34391671|1|2||5|11|2
3439167|1|2|2|168.40564786|34391671|1|2||5|11|2
3439167|1|3|3|168.40564786|34391671|1|1|1|4|08|
3439167|1|4|4|168.40564786|34391671|1|1|1|3|02|
3439168|1|1|1|100.68930681|34391681|1|2||5|11|2
3439168|1|2|2|100.68930681|34391681|1|2||5|11|2
3439168|1|3|3|100.68930681|34391681|1|2||3|04|
3439168|1|4|4|100.68930681|34391681|1|2||3|04|
3439169|1|1|1|53.424533293|34391691|1|2||3|05|
3439169|1|2|2|53.424533293|34391691|1|2||5|11|2
3439169|1|3|3|53.424533293|34391691|1|2||5|11|2
3439169|1|4|4|53.424533293|34391691|1|2||5|11|2
3439169|1|5|5|53.424533293|34391691|1|1|1|3|03|
3439169|1|6|6|53.424533293|34391691|1|2||5|11|2
3439169|1|7|7|53.424533293|34391691|1|1|1|3|03|
3439169|1|8|8|53.424533293|34391691|2|2||1|00|
3439170|1|1|1|141.41994615|34391701|1|2||4|06|
3439170|1|2|2|141.41994615|34391701|1|2||4|07|
3439171|1|1|1|73.249853732|34391711|1|2||6|02|3
3439171|1|2|2|73.249853732|34391711|1|1|1|3|04|
3439172|1|1|1|114.81301948|34391721|1|2||5|11|2
3439172|1|2|2|114.81301948|34391721|1|1|1|6|00|2
3439172|1|3|3|114.81301948|34391721|1|1|1|6|07|5
3439173|1|1|1|154.65383934|34391731|1|2||5|11|2
3439174|1|1|1|53.424533293|34391741|1|2||3|05|
3439174|1|2|2|53.424533293|34391741|1|2||5|11|2
3439174|1|3|3|53.424533293|34391741|1|1|2|5|11|2
3439174|1|4|4|53.424533293|34391741|1|1|1|4|09|
3439175|1|1|1|126.02250003|34391751|1|2||5|11|2
3439175|1|2|2|126.02250003|34391751|1|2||6|05|4
3439175|1|3|3|126.02250003|34391751|1|2||5|11|2
3439176|1|1|1|53.424533293|34391761|1|2||5|11|2
3439176|1|2|2|53.424533293|34391761|1|2||5|11|2
3439176|1|3|3|53.424533293|34391761|1|1|1|3|03|
3439177|1|1|1|117.46149731|34391771|1|2||4|09|
3439177|1|2|2|117.46149731|34391771|1|2||3|05|
3439178|1|1|1|195.01257453|34391781|1|2||5|11|2
3439178|1|2|2|195.01257453|34391781|1|2||5|11|2
3439179|1|1|1|203.0978968|34391791|1|2||6|02|3
3439179|1|2|2|203.0978968|34391791|1|2||6|05|4
3439180|1|1|1|54.371403369|34391801|1|2||5|11|2
3439181|1|10|10|101.81296212|34391811|1|2||5|11|2
3439181|1|1|1|101.81296212|34391811|1|2||5|11|2
3439181|1|2|2|101.81296212|34391811|1|2||6|02|3
3439181|1|3|3|101.81296212|34391811|1|2||6|03|3
3439181|1|4|4|101.81296212|34391811|1|1|2|3|01|
3439181|1|5|5|101.81296212|34391811|1|1|1|6|01|2
3439181|1|6|6|101.81296212|34391811|1|2||6|02|3
3439181|1|7|7|101.81296212|34391811|1|2||5|11|2
3439181|1|8|8|101.81296212|34391811|2|2||1|00|
3439182|1|1|1|67.008246734|34391821|1|2||6|05|4
3439182|1|2|2|67.008246734|34391821|1|1|1|6|00|2
3439184|1|1|1|88.942282937|34391841|1|2||3|05|
3439184|1|2|2|88.942282937|34391841|1|2||6|01|3
3439184|1|3|3|88.942282937|34391841|1|2||6|01|3
3439185|1|1|1|53.424533293|34391851|2|2||1|00|
3439185|1|2|2|53.424533293|34391851|1|2||3|03|
3439185|1|3|3|53.424533293|34391851|1|2||5|11|2
3439186|1|1|1|54.371403369|34391861|1|2||3|05|
3439187|1|1|1|55.653826974|34391871|1|2||3|05|
3439187|1|2|2|55.653826974|34391871|1|2||5|11|2
3439187|1|3|3|55.653826974|34391871|2|2||1|00|
3439187|1|4|4|55.653826974|34391871|1|1|2|5|10|1
3439188|1|2|2|53.424533293|34391881|1|2||3|05|
3439188|1|3|3|53.424533293|34391881|1|1|1|6|02|3
3439188|1|4|4|53.424533293|34391881|1|1|1|5|10|1
3439188|1|1|1|53.424533293|34391881|1|2||5|11|2
3439189|1|1|1|129.32933627|34391891|1|2||6|01|3
3439189|1|2|2|129.32933627|34391891|1|2||6|01|3
3439189|1|3|3|129.32933627|34391891|1|1|1|4|08|
3439189|1|4|4|129.32933627|34391891|1|1|1|4|06|
3439189|1|5|5|129.32933627|34391891|1|1|1|3|03|
3439190|1|1|1|115.26291668|34391901|1|2||4|07|
3439190|1|2|2|115.26291668|34391901|1|2||6|05|4
3439190|1|3|3|115.26291668|34391901|2|2||1|00|
3439191|1|10|10|53.424533293|34391911|1|1|1|6|02|2
3439191|1|11|11|53.424533293|34391911|1|2||5|11|2
3439191|1|1|1|53.424533293|34391911|1|1|2|6|05|4
3439191|1|2|2|53.424533293|34391911|1|1|1|6|03|2
3439191|1|3|3|53.424533293|34391911|1|1|1|5|10|1
3439191|1|4|4|53.424533293|34391911|1|1|2|6|05|4
3439191|1|5|5|53.424533293|34391911|1|1|1|6|02|2
3439191|1|6|6|53.424533293|34391911|1|1|1|5|11|2
3439191|1|7|7|53.424533293|34391911|1|2||5|11|2
3439191|1|8|8|53.424533293|34391911|1|2||6|03|3
3439191|1|9|9|53.424533293|34391911|1|2||6|03|2
3439192|1|1|1|114.81301948|34391921|1|2||6|05|4
3439192|1|2|2|114.81301948|34391921|1|1|1|4|08|
3439192|1|3|3|114.81301948|34391921|1|2||6|05|4
3439193|1|1|1|126.02250003|34391931|1|2||3|02|
3439193|1|2|2|126.02250003|34391931|1|2||5|11|2
3439193|1|3|3|126.02250003|34391931|1|2||4|06|
3439194|1|1|1|74.082380142|34391941|1|2||5|11|2
3439194|1|2|2|74.082380142|34391941|1|2||5|11|2
3439194|1|3|3|74.082380142|34391941|1|1|1|6|02|2
3439194|1|4|4|74.082380142|34391941|1|2||5|11|2
3439194|1|5|5|74.082380142|34391941|1|1|1|3|01|
3439195|1|1|1|88.206092815|34391951|2|2||1|00|
3439195|1|2|2|88.206092815|34391951|1|2||5|11|2
3439195|1|3|3|88.206092815|34391951|1|1|1|6|04|2
3439195|1|4|4|88.206092815|34391951|1|1|1|6|02|2
3439196|1|1|1|89.191431259|34391961|1|2||4|09|
3439196|1|2|2|89.191431259|34391961|1|2||5|11|2
3439196|1|3|3|89.191431259|34391961|1|2||4|08|
3439196|1|4|4|89.191431259|34391961|1|1|1|4|00|
3439196|1|5|5|89.191431259|34391961|2|2||1|00|
3439197|1|1|1|125.3700143|34391971|1|2||5|11|2
3439197|1|2|2|125.3700143|34391971|1|2||5|11|2
3439197|1|3|3|125.3700143|34391971|2|1|1|2|00|
3439198|1|1|1|71.735960414|34391981|2|2||1|00|
3439198|1|2|2|71.735960414|34391981|1|2||5|11|2
3439198|1|3|3|71.735960414|34391981|1|2||4|09|
3439198|1|4|4|71.735960414|34391981|1|2||4|07|
3439198|1|5|5|71.735960414|34391981|1|1|1|3|02|
3439198|1|6|6|71.735960414|34391981|1|1|1|3|00|
3439199|1|1|1|67.162808756|34391991|2|2||1|00|
3439199|1|2|2|67.162808756|34391991|1|2||3|04|
3439199|1|3|3|67.162808756|34391991|1|1|1|4|06|
3439199|1|4|4|67.162808756|34391991|1|1|1|3|02|
3439200|1|1|1|91.967528015|34392001|1|2||6|02|3
3439200|1|2|2|91.967528015|34392001|1|2||5|11|2
3439200|1|3|3|91.967528015|34392001|1|1|1|4|00|
3439200|1|4|4|91.967528015|34392001|1|1|1|3|03|
3439201|1|1|1|125.3700143|34392011|1|2||6|01|3
3439201|1|2|2|125.3700143|34392011|1|2||6|01|3
3439202|1|1|1|89.616000018|34392021|1|2||3|05|
3439202|1|2|2|89.616000018|34392021|1|2||3|04|
3439202|1|3|3|89.616000018|34392021|1|1|1|6|04|3
3439203|1|1|1|37.990779231|34392031|1|2||4|08|
3439203|1|2|2|37.990779231|34392031|1|2||5|11|2
3439203|1|3|3|37.990779231|34392031|1|1|1|4|00|
3439204|1|1|1|48.308497334|34392041|1|1|1|6|06|3
3439204|1|2|2|48.308497334|34392041|2|1|2|2|00|
3439204|1|3|3|48.308497334|34392041|1|2||5|11|2
3439205|1|1|1|100.69997061|34392051|1|2||6|01|3
3439205|1|2|2|100.69997061|34392051|1|2||6|05|4
3439205|1|3|3|100.69997061|34392051|1|1|1|4|09|
3439205|1|4|4|100.69997061|34392051|2|1|2|2|00|
3439206|1|1|1|37.990779231|34392061|1|2||3|05|
3439206|1|2|2|37.990779231|34392061|1|2||5|11|2
3439206|1|3|3|37.990779231|34392061|1|1|1|6|00|2
3439206|1|4|4|37.990779231|34392061|1|1|1|4|06|
3439206|1|5|5|37.990779231|34392061|1|2||3|05|
3439208|1|1|1|103.64798724|34392081|1|2||6|01|2
3439208|1|2|2|103.64798724|34392081|1|2||6|02|3
3439208|1|3|3|103.64798724|34392081|1|1|1|4|06|
3439208|1|4|4|103.64798724|34392081|1|1|1|4|07|
3439208|1|5|5|103.64798724|34392081|1|1|1|3|01|
3439208|1|7|7|103.64798724|34392081|1|2||3|05|
3439209|1|1|1|138.65934339|34392091|1|2||5|11|2
3439209|1|2|2|138.65934339|34392091|1|2||5|11|2
3439209|1|3|3|138.65934339|34392091|1|1|1|4|00|
3439209|1|4|4|138.65934339|34392091|1|2||4|09|
3439210|1|1|1|182.73257713|34392101|1|2||6|05|4
3439210|1|2|2|182.73257713|34392101|1|2||6|05|4
3439210|1|3|3|182.73257713|34392101|1|1|2|3|04|
3439210|1|4|4|182.73257713|34392101|1|1|2|3|02|
3439210|1|5|5|182.73257713|34392101|2|1|2|2|00|
3439211|1|1|1|53.424533293|34392111|1|2||5|11|2
3439211|1|2|2|53.424533293|34392111|1|2||3|05|
3439211|1|3|3|53.424533293|34392111|1|1|2|6|00|2
3439212|1|1|1|73.249853732|34392121|1|2||6|05|4
3439212|1|2|2|73.249853732|34392121|1|1|2|4|00|
3439213|1|1|1|53.424533293|34392131|1|2||3|05|
3439213|1|2|2|53.424533293|34392131|1|2||6|05|4
3439213|1|3|3|53.424533293|34392131|1|1|1|6|02|2
3439214|1|1|1|126.02250003|34392141|1|2||3|03|
3439214|1|2|2|126.02250003|34392141|1|2||6|06|5
3439214|1|3|3|126.02250003|34392141|1|2||6|02|2
3439215|1|1|1|62.335356268|34392151|1|2||6|02|3
3439215|1|2|2|62.335356268|34392151|1|1|1|4|00|
3439215|1|3|3|62.335356268|34392151|1|2||5|11|2
3439215|1|4|4|62.335356268|34392151|1|2||5|11|2
3439216|1|1|1|182.09329242|34392161|1|2||5|11|2
3439216|1|2|2|182.09329242|34392161|1|2||4|07|
3439216|1|3|3|182.09329242|34392161|1|2||4|06|
3439217|1|1|1|81.21380663|34392171|1|2||6|02|3
3439217|1|2|2|81.21380663|34392171|1|2||5|11|2
3439217|1|3|3|81.21380663|34392171|1|2||6|05|4
3439217|1|4|4|81.21380663|34392171|1|1|1|6|03|2
3439217|1|5|5|81.21380663|34392171|1|1|1|6|00|2
3439219|1|1|1|42.739626634|34392191|2|2||1|00|
3439219|1|2|2|42.739626634|34392191|1|2||5|11|2
3439219|1|3|3|42.739626634|34392191|1|1|1|5|10|1
3439220|1|1|1|42.739626634|34392201|1|2||3|05|
3439220|1|2|2|42.739626634|34392201|1|2||4|06|
3439220|1|3|3|42.739626634|34392201|1|1|1|6|01|2
3439220|1|4|4|42.739626634|34392201|1|1|1|6|00|2
3439221|1|1|1|77.184642083|34392211|1|2||5|11|2
3439221|1|2|2|77.184642083|34392211|1|2||4|06|
3439221|1|3|3|77.184642083|34392211|1|1|1|4|00|
3439221|1|4|4|77.184642083|34392211|1|1|1|3|04|
3439221|1|5|5|77.184642083|34392211|2|1|1|3|00|
3439221|1|6|6|77.184642083|34392211|1|2||5|11|2
3439223|1|1|1|123.72307147|34392231|1|2||3|05|
3439224|1|1|1|92.0990211|34392241|1|1|1|6|00|2
3439224|1|2|2|92.0990211|34392241|2|2||1|00|
3439225|1|1|1|58.599882986|34392251|1|2||6|02|3
3439225|1|2|2|58.599882986|34392251|1|1|2|4|06|
3439226|1|1|1|170.95850654|34392261|1|2||5|11|2
3439226|1|2|2|170.95850654|34392261|1|2||6|02|3
3439226|1|3|3|170.95850654|34392261|1|1|1|3|03|
3439226|1|4|4|170.95850654|34392261|1|1|1|3|01|
3439226|1|5|5|170.95850654|34392261|2|2||1|00|
3439229|1|1|1|93.615173403|34392291|1|2||6|02|3
3439230|1|1|1|57.852407604|34392301|1|2||3|05|
